event_date,event_name,device_category,traffic_source,item_category,event_count,unique_users,total_revenue
2020-11-02,page_view,desktop,organic,Electronics,38,13,0
2020-11-02,page_view,desktop,organic,Books,92,30,0
2020-11-02,page_view,desktop,organic,Beauty,51,17,0
2020-11-02,page_view,desktop,organic,Toys,59,12,0
2020-11-02,page_view,desktop,email,Apparel,55,12,0
2020-11-02,page_view,mobile,google,Home,72,20,0
2020-11-02,page_view,mobile,google,Sports,16,5,0
2020-11-02,page_view,mobile,google,Books,521,115,0
2020-11-02,page_view,mobile,google,Beauty,40,12,0
2020-11-02,page_view,mobile,google,Toys,36,8,0
2020-11-02,page_view,mobile,direct,Toys,168,64,0
2020-11-02,page_view,mobile,social,Apparel,98,34,0
2020-11-02,page_view,mobile,social,Beauty,65,20,0
2020-11-02,page_view,mobile,social,Toys,50,14,0
2020-11-02,page_view,mobile,organic,Electronics,894,288,0
2020-11-02,page_view,mobile,organic,Home,100,27,0
2020-11-02,page_view,mobile,organic,Sports,39,14,0
2020-11-02,page_view,mobile,organic,Books,66,16,0
2020-11-02,page_view,mobile,email,Sports,4,1,0
2020-11-02,page_view,tablet,google,Electronics,63,20,0
2020-11-02,page_view,tablet,direct,Electronics,227,58,0
2020-11-02,page_view,tablet,direct,Books,109,42,0
2020-11-02,page_view,tablet,direct,Toys,126,38,0
2020-11-02,page_view,tablet,social,Apparel,333,75,0
2020-11-02,page_view,tablet,social,Sports,69,25,0
2020-11-02,page_view,tablet,organic,Apparel,151,34,0
2020-11-02,page_view,tablet,organic,Electronics,10,4,0
2020-11-02,page_view,tablet,organic,Home,222,76,0
2020-11-02,page_view,tablet,organic,Sports,410,86,0
2020-11-02,page_view,tablet,organic,Beauty,5,2,0
2020-11-02,page_view,tablet,email,Electronics,12,5,0
2020-11-02,view_item,desktop,google,Apparel,28,11,0
2020-11-02,view_item,desktop,google,Electronics,18,7,0
2020-11-02,view_item,desktop,google,Home,14,5,0
2020-11-02,view_item,desktop,direct,Electronics,113,47,0
2020-11-02,view_item,desktop,direct,Home,62,33,0
2020-11-02,view_item,desktop,direct,Beauty,37,16,0
2020-11-02,view_item,desktop,direct,Toys,14,6,0
2020-11-02,view_item,desktop,social,Electronics,16,6,0
2020-11-02,view_item,desktop,social,Home,28,14,0
2020-11-02,view_item,desktop,social,Books,37,13,0
2020-11-02,view_item,desktop,organic,Apparel,13,5,0
2020-11-02,view_item,desktop,organic,Electronics,10,5,0
2020-11-02,view_item,desktop,organic,Books,25,11,0
2020-11-02,view_item,desktop,organic,Toys,21,11,0
2020-11-02,view_item,desktop,email,Sports,12,4,0
2020-11-02,view_item,desktop,email,Books,72,35,0
2020-11-02,view_item,mobile,google,Apparel,78,29,0
2020-11-02,view_item,mobile,google,Books,64,28,0
2020-11-02,view_item,mobile,google,Beauty,26,12,0
2020-11-02,view_item,mobile,direct,Home,48,20,0
2020-11-02,view_item,mobile,direct,Books,19,10,0
2020-11-02,view_item,mobile,social,Apparel,27,14,0
2020-11-02,view_item,mobile,social,Home,26,14,0
2020-11-02,view_item,mobile,organic,Home,79,41,0
2020-11-02,view_item,mobile,organic,Sports,60,22,0
2020-11-02,view_item,mobile,email,Books,3,1,0
2020-11-02,view_item,tablet,google,Sports,74,36,0
2020-11-02,view_item,tablet,google,Books,38,20,0
2020-11-02,view_item,tablet,direct,Electronics,70,27,0
2020-11-02,view_item,tablet,social,Electronics,97,45,0
2020-11-02,view_item,tablet,social,Home,16,6,0
2020-11-02,view_item,tablet,social,Sports,24,12,0
2020-11-02,view_item,tablet,organic,Apparel,15,8,0
2020-11-02,view_item,tablet,organic,Home,46,20,0
2020-11-02,add_to_cart,desktop,google,Electronics,281,154,0
2020-11-02,add_to_cart,desktop,google,Sports,51,25,0
2020-11-02,add_to_cart,desktop,direct,Electronics,13,8,0
2020-11-02,add_to_cart,desktop,direct,Toys,39,20,0
2020-11-02,add_to_cart,desktop,organic,Books,13,6,0
2020-11-02,add_to_cart,mobile,social,Home,9,5,0
2020-11-02,add_to_cart,mobile,email,Beauty,6,3,0
2020-11-02,add_to_cart,tablet,google,Apparel,23,13,0
2020-11-02,add_to_cart,tablet,google,Sports,4,2,0
2020-11-02,add_to_cart,tablet,google,Beauty,24,12,0
2020-11-02,add_to_cart,tablet,organic,Apparel,5,3,0
2020-11-02,begin_checkout,desktop,google,Electronics,8,4,0
2020-11-02,begin_checkout,tablet,organic,Electronics,14,9,0
2020-11-02,purchase,desktop,organic,Beauty,3,2,122.85
2020-11-02,purchase,mobile,direct,Beauty,6,5,216.31
2020-11-02,purchase,mobile,social,Electronics,17,14,3672.56
2020-11-03,page_view,desktop,google,Apparel,121,25,0
2020-11-03,page_view,desktop,google,Electronics,245,95,0
2020-11-03,page_view,desktop,google,Home,95,22,0
2020-11-03,page_view,desktop,google,Sports,94,23,0
2020-11-03,page_view,desktop,google,Books,124,41,0
2020-11-03,page_view,desktop,google,Beauty,326,98,0
2020-11-03,page_view,desktop,google,Toys,23,8,0
2020-11-03,page_view,desktop,direct,Apparel,65,19,0
2020-11-03,page_view,desktop,direct,Electronics,82,22,0
2020-11-03,page_view,desktop,direct,Beauty,65,16,0
2020-11-03,page_view,desktop,direct,Toys,201,73,0
2020-11-03,page_view,desktop,social,Electronics,91,25,0
2020-11-03,page_view,desktop,social,Sports,50,12,0
2020-11-03,page_view,desktop,social,Books,78,23,0
2020-11-03,page_view,desktop,social,Toys,42,9,0
2020-11-03,page_view,desktop,organic,Apparel,8,2,0
2020-11-03,page_view,desktop,organic,Electronics,63,24,0
2020-11-03,page_view,desktop,organic,Home,376,116,0
2020-11-03,page_view,desktop,organic,Sports,23,7,0
2020-11-03,page_view,desktop,organic,Beauty,31,8,0
2020-11-03,page_view,desktop,organic,Toys,19,6,0
2020-11-03,page_view,desktop,email,Sports,21,8,0
2020-11-03,page_view,desktop,email,Toys,27,10,0
2020-11-03,page_view,mobile,google,Apparel,173,40,0
2020-11-03,page_view,mobile,google,Electronics,59,13,0
2020-11-03,page_view,mobile,google,Home,72,18,0
2020-11-03,page_view,mobile,google,Sports,272,94,0
2020-11-03,page_view,mobile,google,Toys,157,36,0
2020-11-03,page_view,mobile,direct,Apparel,55,16,0
2020-11-03,page_view,mobile,direct,Home,48,11,0
2020-11-03,page_view,mobile,direct,Sports,483,97,0
2020-11-03,page_view,mobile,direct,Books,25,5,0
2020-11-03,page_view,mobile,direct,Toys,33,9,0
2020-11-03,page_view,mobile,social,Electronics,10,3,0
2020-11-03,page_view,mobile,social,Books,40,8,0
2020-11-03,page_view,mobile,social,Beauty,47,18,0
2020-11-03,page_view,mobile,organic,Apparel,60,14,0
2020-11-03,page_view,mobile,organic,Books,242,55,0
2020-11-03,page_view,mobile,organic,Toys,37,10,0
2020-11-03,page_view,mobile,email,Sports,88,33,0
2020-11-03,page_view,mobile,email,Books,95,19,0
2020-11-03,page_view,mobile,email,Beauty,30,6,0
2020-11-03,page_view,mobile,email,Toys,9,3,0
2020-11-03,page_view,tablet,google,Toys,116,37,0
2020-11-03,page_view,tablet,direct,Home,51,10,0
2020-11-03,page_view,tablet,social,Electronics,125,31,0
2020-11-03,page_view,tablet,email,Electronics,17,5,0
2020-11-03,view_item,desktop,google,Electronics,16,7,0
2020-11-03,view_item,desktop,google,Home,93,45,0
2020-11-03,view_item,desktop,google,Toys,62,24,0
2020-11-03,view_item,desktop,direct,Apparel,69,28,0
2020-11-03,view_item,desktop,direct,Beauty,196,77,0
2020-11-03,view_item,desktop,social,Home,30,16,0
2020-11-03,view_item,desktop,social,Sports,32,14,0
2020-11-03,view_item,desktop,social,Books,20,8,0
2020-11-03,view_item,desktop,organic,Apparel,30,13,0
2020-11-03,view_item,desktop,email,Beauty,13,5,0
2020-11-03,view_item,mobile,google,Apparel,11,5,0
2020-11-03,view_item,mobile,google,Sports,145,52,0
2020-11-03,view_item,mobile,direct,Electronics,30,11,0
2020-11-03,view_item,mobile,direct,Books,46,19,0
2020-11-03,view_item,mobile,direct,Toys,5,2,0
2020-11-03,view_item,mobile,organic,Apparel,88,36,0
2020-11-03,view_item,mobile,organic,Home,8,4,0
2020-11-03,view_item,mobile,organic,Books,26,10,0
2020-11-03,view_item,mobile,email,Beauty,43,15,0
2020-11-03,view_item,tablet,social,Home,11,5,0
2020-11-03,view_item,tablet,social,Sports,17,9,0
2020-11-03,view_item,tablet,email,Electronics,7,4,0
2020-11-03,view_item,tablet,email,Beauty,5,2,0
2020-11-03,add_to_cart,desktop,google,Books,17,11,0
2020-11-03,add_to_cart,desktop,organic,Sports,8,4,0
2020-11-03,add_to_cart,mobile,google,Home,11,7,0
2020-11-03,add_to_cart,mobile,direct,Apparel,12,7,0
2020-11-03,add_to_cart,mobile,social,Books,105,49,0
2020-11-03,add_to_cart,mobile,organic,Toys,22,11,0
2020-11-03,add_to_cart,tablet,google,Books,59,34,0
2020-11-03,add_to_cart,tablet,direct,Home,13,8,0
2020-11-03,add_to_cart,tablet,social,Beauty,24,12,0
2020-11-03,add_to_cart,tablet,organic,Electronics,88,57,0
2020-11-03,add_to_cart,tablet,organic,Home,14,7,0
2020-11-03,add_to_cart,tablet,organic,Books,35,17,0
2020-11-03,add_to_cart,tablet,email,Electronics,15,10,0
2020-11-03,begin_checkout,desktop,social,Apparel,4,2,0
2020-11-03,begin_checkout,desktop,organic,Beauty,7,4,0
2020-11-03,begin_checkout,mobile,google,Books,25,16,0
2020-11-03,begin_checkout,mobile,direct,Sports,8,5,0
2020-11-03,begin_checkout,mobile,organic,Home,12,7,0
2020-11-03,begin_checkout,tablet,google,Beauty,17,11,0
2020-11-03,purchase,mobile,google,Beauty,8,6,281.79
2020-11-03,purchase,mobile,organic,Toys,14,12,526.54
2020-11-04,page_view,desktop,google,Apparel,82,17,0
2020-11-04,page_view,desktop,google,Electronics,52,19,0
2020-11-04,page_view,desktop,google,Sports,147,31,0
2020-11-04,page_view,desktop,google,Beauty,70,26,0
2020-11-04,page_view,desktop,google,Toys,39,10,0
2020-11-04,page_view,desktop,direct,Home,117,35,0
2020-11-04,page_view,desktop,direct,Sports,20,5,0
2020-11-04,page_view,desktop,social,Apparel,64,19,0
2020-11-04,page_view,desktop,social,Home,90,30,0
2020-11-04,page_view,desktop,social,Books,166,45,0
2020-11-04,page_view,desktop,social,Beauty,3,1,0
2020-11-04,page_view,desktop,organic,Home,137,51,0
2020-11-04,page_view,desktop,organic,Sports,50,17,0
2020-11-04,page_view,desktop,organic,Books,63,25,0
2020-11-04,page_view,desktop,organic,Toys,14,5,0
2020-11-04,page_view,desktop,email,Sports,13,5,0
2020-11-04,page_view,desktop,email,Beauty,60,21,0
2020-11-04,page_view,desktop,email,Toys,23,7,0
2020-11-04,page_view,mobile,google,Apparel,298,72,0
2020-11-04,page_view,mobile,google,Electronics,61,13,0
2020-11-04,page_view,mobile,google,Home,157,33,0
2020-11-04,page_view,mobile,google,Sports,124,38,0
2020-11-04,page_view,mobile,google,Books,40,9,0
2020-11-04,page_view,mobile,google,Beauty,122,33,0
2020-11-04,page_view,mobile,direct,Electronics,86,30,0
2020-11-04,page_view,mobile,direct,Books,141,33,0
2020-11-04,page_view,mobile,direct,Beauty,151,47,0
2020-11-04,page_view,mobile,direct,Toys,20,8,0
2020-11-04,page_view,mobile,social,Apparel,181,57,0
2020-11-04,page_view,mobile,social,Beauty,11,3,0
2020-11-04,page_view,mobile,organic,Electronics,145,36,0
2020-11-04,page_view,mobile,organic,Home,55,12,0
2020-11-04,page_view,mobile,organic,Books,961,267,0
2020-11-04,page_view,mobile,email,Beauty,26,8,0
2020-11-04,page_view,tablet,google,Apparel,148,34,0
2020-11-04,page_view,tablet,google,Books,438,162,0
2020-11-04,page_view,tablet,google,Beauty,220,70,0
2020-11-04,page_view,tablet,direct,Electronics,101,31,0
2020-11-04,page_view,tablet,direct,Home,10,4,0
2020-11-04,page_view,tablet,social,Electronics,16,6,0
2020-11-04,page_view,tablet,organic,Books,74,24,0
2020-11-04,page_view,tablet,organic,Toys,42,17,0
2020-11-04,view_item,desktop,google,Apparel,39,17,0
2020-11-04,view_item,desktop,google,Home,8,3,0
2020-11-04,view_item,desktop,social,Electronics,10,4,0
2020-11-04,view_item,desktop,social,Sports,12,4,0
2020-11-04,view_item,desktop,social,Books,51,21,0
2020-11-04,view_item,desktop,social,Toys,8,3,0
2020-11-04,view_item,desktop,organic,Home,82,30,0
2020-11-04,view_item,desktop,organic,Books,50,22,0
2020-11-04,view_item,desktop,organic,Beauty,42,18,0
2020-11-04,view_item,desktop,organic,Toys,26,10,0
2020-11-04,view_item,mobile,google,Sports,117,57,0
2020-11-04,view_item,mobile,direct,Apparel,167,86,0
2020-11-04,view_item,mobile,direct,Beauty,58,22,0
2020-11-04,view_item,mobile,social,Electronics,48,22,0
2020-11-04,view_item,mobile,social,Home,50,22,0
2020-11-04,view_item,mobile,organic,Electronics,63,24,0
2020-11-04,view_item,mobile,organic,Books,49,21,0
2020-11-04,view_item,mobile,organic,Toys,57,29,0
2020-11-04,view_item,tablet,google,Beauty,47,26,0
2020-11-04,view_item,tablet,direct,Home,7,3,0
2020-11-04,view_item,tablet,direct,Toys,15,7,0
2020-11-04,view_item,tablet,social,Sports,13,6,0
2020-11-04,add_to_cart,desktop,google,Books,106,56,0
2020-11-04,add_to_cart,desktop,direct,Electronics,11,7,0
2020-11-04,add_to_cart,mobile,google,Electronics,21,11,0
2020-11-04,add_to_cart,mobile,google,Toys,92,51,0
2020-11-04,add_to_cart,mobile,direct,Home,12,6,0
2020-11-04,add_to_cart,mobile,social,Home,17,9,0
2020-11-04,add_to_cart,mobile,social,Sports,13,8,0
2020-11-04,add_to_cart,mobile,organic,Toys,7,3,0
2020-11-04,add_to_cart,tablet,social,Books,15,8,0
2020-11-04,begin_checkout,desktop,social,Electronics,4,2,0
2020-11-04,begin_checkout,mobile,direct,Beauty,6,4,0
2020-11-04,purchase,desktop,google,Apparel,9,8,888.86
2020-11-04,purchase,mobile,direct,Beauty,8,7,332.3
2020-11-04,purchase,tablet,email,Toys,15,11,344.92
2020-11-05,page_view,desktop,google,Electronics,94,22,0
2020-11-05,page_view,desktop,google,Sports,24,6,0
2020-11-05,page_view,desktop,google,Toys,74,23,0
2020-11-05,page_view,desktop,direct,Apparel,79,20,0
2020-11-05,page_view,desktop,direct,Electronics,114,43,0
2020-11-05,page_view,desktop,direct,Books,22,7,0
2020-11-05,page_view,desktop,direct,Beauty,22,7,0
2020-11-05,page_view,desktop,direct,Toys,247,91,0
2020-11-05,page_view,desktop,social,Apparel,258,95,0
2020-11-05,page_view,desktop,social,Electronics,35,13,0
2020-11-05,page_view,desktop,social,Home,23,7,0
2020-11-05,page_view,desktop,social,Sports,56,19,0
2020-11-05,page_view,desktop,organic,Apparel,96,30,0
2020-11-05,page_view,desktop,organic,Electronics,54,20,0
2020-11-05,page_view,desktop,organic,Home,47,16,0
2020-11-05,page_view,desktop,organic,Sports,88,23,0
2020-11-05,page_view,desktop,organic,Books,36,11,0
2020-11-05,page_view,desktop,organic,Beauty,95,37,0
2020-11-05,page_view,desktop,organic,Toys,92,31,0
2020-11-05,page_view,desktop,email,Electronics,14,4,0
2020-11-05,page_view,desktop,email,Sports,37,14,0
2020-11-05,page_view,desktop,email,Books,13,5,0
2020-11-05,page_view,mobile,google,Apparel,210,71,0
2020-11-05,page_view,mobile,google,Electronics,108,27,0
2020-11-05,page_view,mobile,google,Books,61,17,0
2020-11-05,page_view,mobile,google,Beauty,72,29,0
2020-11-05,page_view,mobile,direct,Apparel,215,51,0
2020-11-05,page_view,mobile,direct,Electronics,96,23,0
2020-11-05,page_view,mobile,direct,Home,44,16,0
2020-11-05,page_view,mobile,direct,Books,30,6,0
2020-11-05,page_view,mobile,social,Sports,275,70,0
2020-11-05,page_view,mobile,social,Toys,20,5,0
2020-11-05,page_view,mobile,organic,Electronics,32,8,0
2020-11-05,page_view,mobile,organic,Sports,21,5,0
2020-11-05,page_view,mobile,email,Apparel,29,9,0
2020-11-05,page_view,mobile,email,Beauty,13,3,0
2020-11-05,page_view,tablet,google,Electronics,250,87,0
2020-11-05,page_view,tablet,google,Home,85,29,0
2020-11-05,page_view,tablet,google,Beauty,137,44,0
2020-11-05,page_view,tablet,google,Toys,38,9,0
2020-11-05,page_view,tablet,direct,Sports,23,6,0
2020-11-05,page_view,tablet,social,Sports,55,20,0
2020-11-05,page_view,tablet,organic,Electronics,28,9,0
2020-11-05,page_view,tablet,organic,Beauty,34,9,0
2020-11-05,page_view,tablet,organic,Toys,841,207,0
2020-11-05,page_view,tablet,email,Electronics,12,4,0
2020-11-05,view_item,desktop,google,Home,25,13,0
2020-11-05,view_item,desktop,google,Sports,13,6,0
2020-11-05,view_item,desktop,direct,Electronics,31,12,0
2020-11-05,view_item,desktop,social,Home,4,1,0
2020-11-05,view_item,desktop,social,Beauty,10,5,0
2020-11-05,view_item,desktop,organic,Home,51,20,0
2020-11-05,view_item,desktop,organic,Toys,51,20,0
2020-11-05,view_item,mobile,direct,Apparel,57,24,0
2020-11-05,view_item,mobile,direct,Home,9,3,0
2020-11-05,view_item,mobile,direct,Sports,25,13,0
2020-11-05,view_item,mobile,direct,Books,1,1,0
2020-11-05,view_item,mobile,social,Electronics,35,16,0
2020-11-05,view_item,mobile,social,Home,27,10,0
2020-11-05,view_item,mobile,social,Books,15,6,0
2020-11-05,view_item,mobile,organic,Electronics,166,78,0
2020-11-05,view_item,mobile,organic,Sports,108,48,0
2020-11-05,view_item,mobile,organic,Books,103,52,0
2020-11-05,view_item,mobile,organic,Beauty,18,9,0
2020-11-05,view_item,mobile,email,Books,157,65,0
2020-11-05,view_item,mobile,email,Toys,29,14,0
2020-11-05,view_item,tablet,google,Apparel,23,9,0
2020-11-05,view_item,tablet,google,Beauty,64,23,0
2020-11-05,view_item,tablet,organic,Beauty,18,7,0
2020-11-05,add_to_cart,desktop,google,Home,71,32,0
2020-11-05,add_to_cart,desktop,direct,Electronics,2,1,0
2020-11-05,add_to_cart,desktop,direct,Sports,6,4,0
2020-11-05,add_to_cart,desktop,direct,Beauty,28,16,0
2020-11-05,add_to_cart,desktop,social,Apparel,9,5,0
2020-11-05,add_to_cart,desktop,organic,Home,8,4,0
2020-11-05,add_to_cart,mobile,direct,Sports,35,21,0
2020-11-05,add_to_cart,mobile,organic,Apparel,28,17,0
2020-11-05,add_to_cart,mobile,email,Books,16,7,0
2020-11-05,add_to_cart,tablet,organic,Apparel,7,3,0
2020-11-05,begin_checkout,desktop,google,Home,12,9,0
2020-11-05,begin_checkout,desktop,direct,Books,13,9,0
2020-11-05,begin_checkout,desktop,organic,Sports,3,2,0
2020-11-05,begin_checkout,desktop,organic,Books,2,1,0
2020-11-05,begin_checkout,mobile,google,Toys,13,9,0
2020-11-05,begin_checkout,mobile,direct,Sports,15,8,0
2020-11-05,purchase,desktop,organic,Sports,16,13,819.24
2020-11-06,page_view,desktop,google,Apparel,48,12,0
2020-11-06,page_view,desktop,google,Electronics,60,16,0
2020-11-06,page_view,desktop,google,Home,103,23,0
2020-11-06,page_view,desktop,google,Sports,26,7,0
2020-11-06,page_view,desktop,google,Books,116,27,0
2020-11-06,page_view,desktop,google,Toys,376,148,0
2020-11-06,page_view,desktop,direct,Home,45,10,0
2020-11-06,page_view,desktop,direct,Sports,53,19,0
2020-11-06,page_view,desktop,direct,Beauty,61,16,0
2020-11-06,page_view,desktop,social,Electronics,25,8,0
2020-11-06,page_view,desktop,social,Books,102,40,0
2020-11-06,page_view,desktop,organic,Sports,192,75,0
2020-11-06,page_view,desktop,organic,Beauty,133,32,0
2020-11-06,page_view,desktop,organic,Toys,85,25,0
2020-11-06,page_view,desktop,email,Sports,16,4,0
2020-11-06,page_view,mobile,google,Apparel,433,157,0
2020-11-06,page_view,mobile,google,Electronics,37,15,0
2020-11-06,page_view,mobile,google,Home,314,124,0
2020-11-06,page_view,mobile,google,Sports,180,46,0
2020-11-06,page_view,mobile,google,Books,361,95,0
2020-11-06,page_view,mobile,google,Toys,61,14,0
2020-11-06,page_view,mobile,direct,Home,103,29,0
2020-11-06,page_view,mobile,direct,Sports,52,16,0
2020-11-06,page_view,mobile,direct,Books,546,189,0
2020-11-06,page_view,mobile,social,Apparel,28,10,0
2020-11-06,page_view,mobile,social,Books,71,21,0
2020-11-06,page_view,mobile,social,Toys,37,9,0
2020-11-06,page_view,mobile,organic,Apparel,38,12,0
2020-11-06,page_view,mobile,organic,Home,25,9,0
2020-11-06,page_view,mobile,organic,Books,15,4,0
2020-11-06,page_view,mobile,email,Apparel,27,6,0
2020-11-06,page_view,mobile,email,Books,17,4,0
2020-11-06,page_view,mobile,email,Beauty,30,7,0
2020-11-06,page_view,mobile,email,Toys,308,122,0
2020-11-06,page_view,tablet,google,Sports,144,46,0
2020-11-06,page_view,tablet,direct,Apparel,71,22,0
2020-11-06,page_view,tablet,direct,Sports,118,30,0
2020-11-06,page_view,tablet,direct,Beauty,22,6,0
2020-11-06,page_view,tablet,social,Electronics,9,3,0
2020-11-06,page_view,tablet,social,Sports,209,46,0
2020-11-06,page_view,tablet,social,Beauty,45,13,0
2020-11-06,page_view,tablet,social,Toys,37,14,0
2020-11-06,page_view,tablet,email,Beauty,81,31,0
2020-11-06,page_view,tablet,email,Toys,17,6,0
2020-11-06,view_item,desktop,google,Apparel,31,11,0
2020-11-06,view_item,desktop,google,Sports,27,12,0
2020-11-06,view_item,desktop,google,Books,67,25,0
2020-11-06,view_item,desktop,direct,Apparel,37,18,0
2020-11-06,view_item,desktop,direct,Home,48,23,0
2020-11-06,view_item,desktop,direct,Sports,69,27,0
2020-11-06,view_item,desktop,organic,Electronics,6,3,0
2020-11-06,view_item,desktop,email,Home,33,15,0
2020-11-06,view_item,mobile,social,Beauty,4,1,0
2020-11-06,view_item,mobile,organic,Electronics,19,8,0
2020-11-06,view_item,mobile,email,Apparel,22,12,0
2020-11-06,view_item,mobile,email,Home,37,18,0
2020-11-06,view_item,mobile,email,Toys,108,57,0
2020-11-06,view_item,tablet,google,Apparel,3,1,0
2020-11-06,view_item,tablet,organic,Apparel,50,23,0
2020-11-06,view_item,tablet,organic,Toys,9,5,0
2020-11-06,view_item,tablet,email,Books,6,3,0
2020-11-06,add_to_cart,desktop,google,Toys,4,2,0
2020-11-06,add_to_cart,desktop,direct,Apparel,5,3,0
2020-11-06,add_to_cart,mobile,google,Apparel,13,8,0
2020-11-06,add_to_cart,mobile,direct,Electronics,4,2,0
2020-11-06,add_to_cart,mobile,direct,Books,129,71,0
2020-11-06,add_to_cart,mobile,organic,Apparel,44,21,0
2020-11-06,add_to_cart,mobile,organic,Electronics,10,6,0
2020-11-06,add_to_cart,mobile,email,Electronics,33,18,0
2020-11-06,add_to_cart,tablet,google,Books,11,6,0
2020-11-06,add_to_cart,tablet,direct,Apparel,8,5,0
2020-11-06,add_to_cart,tablet,social,Sports,118,70,0
2020-11-06,add_to_cart,tablet,organic,Apparel,10,6,0
2020-11-06,add_to_cart,tablet,organic,Electronics,6,4,0
2020-11-06,begin_checkout,desktop,direct,Electronics,10,6,0
