airport_code,airport_name,city,country,latitude,longitude,altitude
STI,"Cibao International Airport","Santiago","Dominican Republic",19.406099319458008,-70.60469818115234,565
CBV,"Coban Airport","Coban","Guatemala",15.468999862670898,-90.40670013427734,4339
GUA,"La Aurora Airport","Guatemala City","Guatemala",14.5833,-90.527496,4952
RER,"Retalhuleu Airport","Retalhuleu","Guatemala",14.520999908447266,-91.69730377197266,656
GSJ,"San José Airport","San Jose","Guatemala",13.936200141899999,-90.83580017090001,29
LCE,"Goloson International Airport","La Ceiba","Honduras",15.7425,-86.852997,39
SAP,"Ramón Villeda Morales International Airport","San Pedro Sula","Honduras",15.4526,-87.923599,91
GJA,"La Laguna Airport","Guanaja","Honduras",16.4454,-85.906601,49
RTB,"Juan Manuel Galvez International Airport","Roatan","Honduras",16.316799,-86.523003,39
TEA,"Tela Airport","Tela","Honduras",15.7759,-87.4758,7
TGU,"Toncontín International Airport","Tegucigalpa","Honduras",14.06089973449707,-87.21720123291016,3294
TJI,"Trujillo Airport","Trujillo","Honduras",15.9268,-85.938202,3
OCJ,"Boscobel Aerodrome","Ocho Rios","Jamaica",18.404199600219727,-76.96900177001953,90
KIN,"Norman Manley International Airport","Kingston","Jamaica",17.935699462890625,-76.7874984741211,10
MBJ,"Sangster International Airport","Montego Bay","Jamaica",18.503700256347656,-77.91339874267578,4
POT,"Ken Jones Airport","Port Antonio","Jamaica",18.1987991333,-76.53450012210001,20
KTP,"Tinson Pen Airport","Kingston","Jamaica",17.98859977722168,-76.82379913330078,16
ACA,"General Juan N Alvarez International Airport","Acapulco","Mexico",16.757099151611328,-99.75399780273438,16
NTR,"Del Norte International Airport","Monterrey","Mexico",25.865601,-100.237,1476
AGU,"Jesús Terán Paredo International Airport","Aguascalientes","Mexico",21.705601,-102.318001,6112
HUX,"Bahías de Huatulco International Airport","Huatulco","Mexico",15.7753,-96.262604,464
CVJ,"General Mariano Matamoros Airport","Cuernavaca","Mexico",18.834800720214844,-99.26129913330078,4277
ACN,"Ciudad Acuña New International Airport","Ciudad Acuna","Mexico",29.332899,-101.098998,1410
CME,"Ciudad del Carmen International Airport","Ciudad Del Carmen","Mexico",18.65369987487793,-91.79900360107422,10
NCG,"Nuevo Casas Grandes Airport","Nuevo Casas Grandes","Mexico",30.3974,-107.875,4850
CUL,"Bachigualato Federal International Airport","Culiacan","Mexico",24.7644996643,-107.474998474,108
CTM,"Chetumal International Airport","Chetumal","Mexico",18.50469970703125,-88.32679748535156,39
CEN,"Ciudad Obregón International Airport","Ciudad Obregon","Mexico",27.39259910583496,-109.83300018310547,243
CPE,"Ingeniero Alberto Acuña Ongay International Airport","Campeche","Mexico",19.816799163800003,-90.5002975464,34
CJS,"Abraham González International Airport","Ciudad Juarez","Mexico",31.63610076904297,-106.42900085449219,3904
CUU,"General Roberto Fierro Villalobos International Airport","Chihuahua","Mexico",28.702899932900003,-105.964996338,4462
CVM,"General Pedro Jose Mendez International Airport","Ciudad Victoria","Mexico",23.7033004761,-98.9564971924,761
CZM,"Cozumel International Airport","Cozumel","Mexico",20.52239990234375,-86.92559814453125,15
DGO,"General Guadalupe Victoria International Airport","Durango","Mexico",24.1242008209,-104.527999878,6104
TPQ,"Amado Nervo National Airport","Tepic","Mexico",21.4195,-104.843002,3020
ESE,"Ensenada International Airport","Ensenada","Mexico",31.7953,-116.602997,66
GDL,"Don Miguel Hidalgo Y Costilla International Airport","Guadalajara","Mexico",20.521799087524414,-103.31099700927734,5016
GYM,"General José María Yáñez International Airport","Guaymas","Mexico",27.9689998626709,-110.92500305175781,59
TCN,"Tehuacan Airport","Tehuacan","Mexico",18.49720001220703,-97.4198989868164,5509
HMO,"General Ignacio P. Garcia International Airport","Hermosillo","Mexico",29.095899581900003,-111.047996521,627
CLQ,"Licenciado Miguel de la Madrid Airport","Colima","Mexico",19.277,-103.577002,2467
ISJ,"Isla Mujeres Airport","Isla Mujeres","Mexico",21.2450008392334,-86.73999786376953,7
SLW,"Plan De Guadalupe International Airport","Saltillo","Mexico",25.54949951171875,-100.92900085449219,4778
IZT,"Ixtepec Airport","Iztepec","Mexico",16.449301,-95.093697,164
LZC,"Lázaro Cárdenas Airport","Lazard Cardenas","Mexico",18.0016994476,-102.221000671,39
LMM,"Valle del Fuerte International Airport","Los Mochis","Mexico",25.6851997375,-109.081001282,16
BJX,"Del Bajío International Airport","Del Bajio","Mexico",20.9935,-101.481003,5956
LAP,"Manuel Márquez de León International Airport","La Paz","Mexico",24.072700500499998,-110.361999512,69
LTO,"Loreto International Airport","Loreto","Mexico",25.989200592041016,-111.3479995727539,34
MAM,"General Servando Canales International Airport","Matamoros","Mexico",25.7698993683,-97.5252990723,25
MID,"Licenciado Manuel Crescencio Rejon Int Airport","Merida","Mexico",20.937000274699997,-89.657699585,38
MXL,"General Rodolfo Sánchez Taboada International Airport","Mexicali","Mexico",32.6306,-115.241997,74
MLM,"General Francisco J. Mujica International Airport","Morelia","Mexico",19.849899292,-101.025001526,6033
MTT,"Minatitlán/Coatzacoalcos National Airport","Minatitlan","Mexico",18.1033992767,-94.58070373540001,36
LOV,"Monclova International Airport","Monclova","Mexico",26.9557,-101.470001,1864
MEX,"Licenciado Benito Juarez International Airport","Mexico City","Mexico",19.4363,-99.072098,7316
MTY,"General Mariano Escobedo International Airport","Monterrey","Mexico",25.7784996033,-100.107002258,1278
MZT,"General Rafael Buelna International Airport","Mazatlan","Mexico",23.1613998413,-106.26599884,38
NOG,"Nogales International Airport","Nogales","Mexico",31.22610092163086,-110.97599792480469,3990
NLD,"Quetzalcóatl International Airport","Nuevo Laredo","Mexico",27.4438991547,-99.5705032349,484
OAX,"Xoxocotlán International Airport","Oaxaca","Mexico",16.9999008179,-96.726600647,4989
PAZ,"El Tajín National Airport","Poza Rico","Mexico",20.6026992798,-97.46080017090001,497
PBC,"Hermanos Serdán International Airport","Puebla","Mexico",19.1581001282,-98.3713989258,7361
PPE,"Mar de Cortés International Airport","Punta Penasco","Mexico",31.351987,-113.305177,71
PDS,"Piedras Negras International Airport","Piedras Negras","Mexico",28.627399,-100.535004,901
UPN,"Licenciado y General Ignacio Lopez Rayon Airport","Uruapan","Mexico",19.396699905395508,-102.03900146484375,5258
PVR,"Licenciado Gustavo Díaz Ordaz International Airport","Puerto Vallarta","Mexico",20.680099487304688,-105.25399780273438,23
PXM,"Puerto Escondido International Airport","Puerto Escondido","Mexico",15.8769,-97.089103,294
QRO,"Querétaro Intercontinental Airport","Queretaro","Mexico",20.6173,-100.185997,6296
REX,"General Lucio Blanco International Airport","Reynosa","Mexico",26.0089,-98.2285,139
SJD,"Los Cabos International Airport","San Jose Del Cabo","Mexico",23.15180015563965,-109.72100067138672,374
SFH,"San Felipe International Airport","San Filipe","Mexico",30.930200576782,-114.80899810791,148
SLP,"Ponciano Arriaga International Airport","San Luis Potosi","Mexico",22.254299163800003,-100.930999756,6035
TRC,"Francisco Sarabia International Airport","Torreon","Mexico",25.568300247199996,-103.411003113,3688
TGZ,"Angel Albino Corzo International Airport","Tuxtla Gutierrez","Mexico",16.5636005402,-93.02249908450001,1499
TIJ,"General Abelardo L. Rodríguez International Airport","Tijuana","Mexico",32.541099548339844,-116.97000122070312,489
TAM,"General Francisco Javier Mina International Airport","Tampico","Mexico",22.2964000702,-97.8658981323,80
TSL,"Tamuin Airport","Tamuin","Mexico",22.0383,-98.806502,164
TLC,"Licenciado Adolfo Lopez Mateos International Airport","Toluca","Mexico",19.3370990753,-99.56600189210002,8466
TAP,"Tapachula International Airport","Tapachula","Mexico",14.7943000793,-92.3700027466,97
CUN,"Cancún International Airport","Cancun","Mexico",21.036500930800003,-86.8770980835,22
VSA,"Carlos Rovirosa Pérez International Airport","Villahermosa","Mexico",17.996999740600586,-92.81739807128906,46
VER,"General Heriberto Jara International Airport","Vera Cruz","Mexico",19.1459007263,-96.1873016357,90
ZCL,"General Leobardo C. Ruiz International Airport","Zacatecas","Mexico",22.8971004486,-102.68699646,7141
ZIH,"Ixtapa Zihuatanejo International Airport","Zihuatanejo","Mexico",17.601600647,-101.460998535,26
ZMM,"Zamora Airport","Zamora","Mexico",20.045,-102.276001,5141
ZLO,"Playa De Oro International Airport","Manzanillo","Mexico",19.144800186199998,-104.558998108,30
BEF,"Bluefields Airport","Bluefields","Nicaragua",11.991000175476074,-83.77410125732422,20
MGA,"Augusto C. Sandino (Managua) International Airport","Managua","Nicaragua",12.141500473022461,-86.16819763183594,194
PUZ,"Puerto Cabezas Airport","Puerto Cabezas","Nicaragua",14.047200202941895,-83.38670349121094,52
BOC,"Bocas Del Toro International Airport","Bocas Del Toro","Panama",9.340849876403809,-82.25080108642578,10
CHX,"Cap Manuel Niño International Airport","Changuinola","Panama",9.458962,-82.515062,19
DAV,"Enrique Malek International Airport","David","Panama",8.390999794006348,-82.43499755859375,89
BLB,"Panama Pacific International Airport","Howard","Panama",8.91479,-79.599602,52
PAC,"Marcos A. Gelabert International Airport","Panama","Panama",8.973340034484863,-79.55560302734375,31
SYP,"Ruben Cantu Airport","Santiago","Panama",8.085599899291992,-80.94529724121094,272
PTY,"Tocumen International Airport","Panama City","Panama",9.0713596344,-79.3834991455,135
BAI,"Buenos Aires Airport","Buenos Aires","Costa Rica",9.163949,-83.330171,1214
OTR,"Coto 47 Airport","Coto 47","Costa Rica",8.60155963897705,-82.96859741210938,26
JAP,"Chacarita Airport","Chacarita","Costa Rica",9.98141002655,-84.7726974487,7
GLF,"Golfito Airport","Golfito","Costa Rica",8.654009819030762,-83.18219757080078,49
GPL,"Guapiles Airport","Guapiles","Costa Rica",10.2172002792,-83.79699707030001,883
LIR,"Daniel Oduber Quiros International Airport","Liberia","Costa Rica",10.5933,-85.544403,270
LSL,"Los Chiles Airport","Los Chiles","Costa Rica",11.035300254821777,-84.70610046386719,131
LIO,"Limon International Airport","Limon","Costa Rica",9.95796012878418,-83.02200317382812,7
NOB,"Nosara Airport","Nosara Beach","Costa Rica",9.976490020750001,-85.65299987790002,33
SJO,"Juan Santamaria International Airport","San Jose","Costa Rica",9.993860244750977,-84.20880126953125,3021
PMZ,"Palmar Sur Airport","Palmar Sur","Costa Rica",8.951029777526855,-83.46859741210938,49
XQP,"Quepos Managua Airport","Quepos","Costa Rica",9.443160057067871,-84.12979888916016,85
TOO,"San Vito De Java Airport","San Vito De Jaba","Costa Rica",8.826109886169434,-82.95890045166016,3228
SAL,"Monseñor Óscar Arnulfo Romero International Airport","San Salvador","El Salvador",13.4409,-89.055702,101
CYA,"Les Cayes Airport","Cayes","Haiti",18.271099090576172,-73.78829956054688,203
CAP,"Cap Haitien International Airport","Cap Haitien","Haiti",19.733,-72.194702,10
JAK,"Jacmel Airport","Jacmel","Haiti",18.241100311279297,-72.51850128173828,167
PAP,"Toussaint Louverture International Airport","Port-au-prince","Haiti",18.579999923706055,-72.2925033569336,122
BCA,"Gustavo Rizo Airport","Baracoa Playa","Cuba",20.365299224853516,-74.5062026977539,26
BYM,"Carlos Manuel de Cespedes Airport","Bayamo","Cuba",20.396400451660156,-76.62139892578125,203
AVI,"Maximo Gomez Airport","Ciego De Avila","Cuba",22.027099609375,-78.78959655761719,335
CCC,"Jardines Del Rey Airport","Cunagua","Cuba",22.461000442499998,-78.32839965820001,13
CFG,"Jaime Gonzalez Airport","Cienfuegos","Cuba",22.149999618530273,-80.41419982910156,102
CYO,"Vilo Acuña International Airport","Cayo Largo del Sur","Cuba",21.6165008545,-81.5459976196,10
CMW,"Ignacio Agramonte International Airport","Camaguey","Cuba",21.420299530029297,-77.84750366210938,413
SCU,"Antonio Maceo International Airport","Santiago De Cuba","Cuba",19.96980094909668,-75.83540344238281,249
NBW,"Leeward Point Field","Guantanamo","Cuba",19.906499862671,-75.207099914551,56
GAO,"Mariana Grajales Airport","Guantanamo","Cuba",20.08530044555664,-75.1583023071289,56
HAV,"José Martí International Airport","Havana","Cuba",22.989200592041016,-82.40910339355469,210
HOG,"Frank Pais International Airport","Holguin","Cuba",20.785600662231445,-76.31510162353516,361
LCL,"La Coloma Airport","La Coloma","Cuba",22.33609962463379,-83.64189910888672,131
MOA,"Orestes Acosta Airport","Moa","Cuba",20.653900146484375,-74.92220306396484,16
MZO,"Sierra Maestra Airport","Manzanillo","Cuba",20.28809928894043,-77.08920288085938,112
GER,"Rafael Cabrera Airport","Nueva Gerona","Cuba",21.834699630737305,-82.78379821777344,79
UPB,"Playa Baracoa Airport","Baracoa Playa","Cuba",23.032800674399997,-82.5793991089,102
QPD,"Pinar Del Rio Airport","Pinar Del Rio Norte","Cuba",22.42140007019043,-83.67839813232422,131
SNU,"Abel Santamaria Airport","Santa Clara","Cuba",22.49220085144043,-79.943603515625,338
SZJ,"Siguanea Airport","Siguanea","Cuba",21.642499923706055,-82.9551010131836,39
USS,"Sancti Spiritus Airport","Sancti Spiritus","Cuba",21.9704,-79.442703,295
VRA,"Juan Gualberto Gomez International Airport","Varadero","Cuba",23.034400939941406,-81.435302734375,210
VTU,"Hermanos Ameijeiras Airport","Las Tunas","Cuba",20.987600326538086,-76.93579864501953,328
CYB,"Gerrard Smith International Airport","Cayman Brac","Cayman Islands",19.687000274658203,-79.88279724121094,8
GCM,"Owen Roberts International Airport","Georgetown","Cayman Islands",19.292800903299998,-81.3576965332,8
MAY,"Clarence A. Bain Airport","Clarence Bain","Bahamas",24.287700653076172,-77.68460083007812,19
ASD,"Andros Town Airport","Andros Town","Bahamas",24.697900772094727,-77.79560089111328,5
MHH,"Leonard M Thompson International Airport","Marsh Harbor","Bahamas",26.5114,-77.083503,6
SAQ,"San Andros Airport","San Andros","Bahamas",25.053800582885742,-78.04900360107422,5
AXP,"Spring Point Airport","Spring Point","Bahamas",22.441799163800003,-73.97090148930002,11
TCB,"Treasure Cay Airport","Treasure Cay","Bahamas",26.745300293,-77.3912963867,8
CCZ,"Chub Cay Airport","Chub Cay","Bahamas",25.41710090637207,-77.88089752197266,5
GHC,"Great Harbour Cay Airport","Bullocks Harbour","Bahamas",25.7383,-77.840103,18
BIM,"South Bimini Airport","Alice Town","Bahamas",25.6998996735,-79.2647018433,10
GGT,"Exuma International Airport","Great Exuma","Bahamas",23.5625991821,-75.8779983521,9
ELH,"North Eleuthera Airport","North Eleuthera","Bahamas",25.474899292,-76.6835021973,13
GHB,"Governor's Harbour Airport","Governor's Harbor","Bahamas",25.2847003937,-76.3310012817,26
NMC,"Normans Cay Airport","Norman's Cay","Bahamas",24.59429931640625,-76.82019805908203,8
RSD,"Rock Sound Airport","Rock Sound","Bahamas",24.8950787333,-76.1768817902,10
TYM,"Staniel Cay Airport","Staniel Cay","Bahamas",24.169099807739258,-76.43910217285156,5
FPO,"Grand Bahama International Airport","Freeport","Bahamas",26.5587005615,-78.695602417,7
IGA,"Inagua Airport","Matthew Town","Bahamas",20.975000381469727,-73.66690063476562,8
LGI,"Deadman's Cay Airport","Dead Man's Cay","Bahamas",23.1790008545,-75.09359741210001,9
SML,"Stella Maris Airport","Stella Maris","Bahamas",23.582317,-75.268621,10
MYG,"Mayaguana Airport","Mayaguana","Bahamas",22.379499,-73.013494,11
NAS,"Lynden Pindling International Airport","Nassau","Bahamas",25.0389995575,-77.46620178219999,16
DCT,"Duncan Town Airport","Duncan Town","Bahamas",22.181800842285156,-75.72949981689453,6
RCY,"Rum Cay Airport","Port Nelson","Bahamas",23.68440055847168,-74.83619689941406,15
ZSA,"San Salvador Airport","Cockburn Town","Bahamas",24.06329917907715,-74.52400207519531,24
BZE,"Philip S. W. Goldson International Airport","Belize City","Belize",17.539100646972656,-88.30819702148438,15
AIT,"Aitutaki Airport","Aitutaki","Cook Islands",-18.830900192260742,-159.76400756835938,14
RAR,"Rarotonga International Airport","Avarua","Cook Islands",-21.2026996613,-159.805999756,19
NAN,"Nadi International Airport","Nandi","Fiji",-17.755399703979492,177.4429931640625,59
SUV,"Nausori International Airport","Nausori","Fiji",-18.04330062866211,178.5590057373047,17
TBU,"Fua'amotu International Airport","Tongatapu","Tonga",-21.241199493408203,-175.14999389648438,126
VAV,"Vava'u International Airport","Vava'u","Tonga",-18.58530044555664,-173.96200561523438,236
TRW,"Bonriki International Airport","Tarawa","Kiribati",1.3816399574279785,173.14700317382812,9
TBF,"Tabiteuea North Airport","Tabiteuea North","Kiribati",-1.2244700193405151,174.7760009765625,7
WLS,"Hihifo Airport","Wallis","Wallis and Futuna",-13.2383003235,-176.199005127,79
APW,"Faleolo International Airport","Faleolo","Samoa",-13.829999923706055,-172.00799560546875,58
PPG,"Pago Pago International Airport","Pago Pago","American Samoa",-14.3310003281,-170.710006714,32
RUR,"Rurutu Airport","Rurutu","French Polynesia",-22.434099197387695,-151.36099243164062,18
TUB,"Tubuai Airport","Tubuai","French Polynesia",-23.365400314331055,-149.5240020751953,7
AAA,"Anaa Airport","Anaa","French Polynesia",-17.35260009765625,-145.50999450683594,10
FGU,"Fangatau Airport","Fangatau","French Polynesia",-15.819899559020996,-140.88699340820312,9
TIH,"Tikehau Airport","Tikehau","French Polynesia",-15.119600296020508,-148.2310028076172,6
REA,"Reao Airport","Reao","French Polynesia",-18.465900421142578,-136.44000244140625,12
FAV,"Fakarava Airport","Fakarava","French Polynesia",-16.054100036621094,-145.65699768066406,13
XMH,"Manihi Airport","Manihi","French Polynesia",-14.436800003051758,-146.07000732421875,14
GMR,"Totegegie Airport","Totegegie","French Polynesia",-23.07990074157715,-134.88999938964844,7
KKR,"Kaukura Airport","Kaukura Atoll","French Polynesia",-15.663299560546875,-146.88499450683594,11
MKP,"Makemo Airport","Makemo","French Polynesia",-16.583900451660156,-143.6580047607422,3
PKP,"Puka Puka Airport","Puka Puka","French Polynesia",-14.809499740600586,-138.81300354003906,5
TKP,"Takapoto Airport","Takapoto","French Polynesia",-14.709500312805176,-145.24600219726562,12
AXR,"Arutua Airport","Arutua","French Polynesia",-15.248299598693848,-146.61700439453125,9
MVT,"Mataiva Airport","Mataiva","French Polynesia",-14.8681001663208,-148.7169952392578,11
TKX,"Takaroa Airport","Takaroa","French Polynesia",-14.45580005645752,-145.02499389648438,13
NHV,"Nuku Hiva Airport","Nuku Hiva","French Polynesia",-8.795599937438965,-140.22900390625,220
BOB,"Bora Bora Airport","Bora Bora","French Polynesia",-16.444400787353516,-151.75100708007812,10
RGI,"Rangiroa Airport","Rangiroa","French Polynesia",-14.954299926757812,-147.66099548339844,10
HUH,"Huahine-Fare Airport","Huahine Island","French Polynesia",-16.68720054626465,-151.02200317382812,7
MOZ,"Moorea Airport","Moorea","French Polynesia",-17.49,-149.761993,9
HOI,"Hao Airport","Hao Island","French Polynesia",-18.074800491333008,-140.9459991455078,10
MAU,"Maupiti Airport","Maupiti","French Polynesia",-16.42650032043457,-152.24400329589844,15
RFP,"Raiatea Airport","Raiatea Island","French Polynesia",-16.7229,-151.466003,3
VLI,"Bauerfield International Airport","Port-vila","Vanuatu",-17.699300765991,168.32000732422,70
KNQ,"Koné Airport","Kone","New Caledonia",-21.05430030822754,164.83700561523438,23
KOC,"Koumac Airport","Koumac","New Caledonia",-20.546300888061523,164.25599670410156,42
LIF,"Lifou Airport","Lifou","New Caledonia",-20.774799346923828,167.24000549316406,92
GEA,"Nouméa Magenta Airport","Noumea","New Caledonia",-22.25830078125,166.47300720214844,10
MEE,"Maré Airport","Mare","New Caledonia",-21.481700897216797,168.03799438476562,141
TOU,"Touho Airport","Touho","New Caledonia",-20.790000915527344,165.25900268554688,10
UVE,"Ouvéa Airport","Ouvea","New Caledonia",-20.640600204467773,166.572998046875,23
NOU,"La Tontouta International Airport","Noumea","New Caledonia",-22.01460075378418,166.21299743652344,52
AKL,"Auckland International Airport","Auckland","New Zealand",-37.008098602299995,174.792007446,23
TUO,"Taupo Airport","Taupo","New Zealand",-38.73970031738281,176.08399963378906,1335
AMZ,"Ardmore Airport","Ardmore","New Zealand",-37.029701232910156,174.97300720214844,111
CHC,"Christchurch International Airport","Christchurch","New Zealand",-43.48939895629883,172.53199768066406,123
CHT,"Chatham Islands-Tuuta Airport","Chatham Island","New Zealand",-43.810001373291016,-176.45700073242188,43
DUD,"Dunedin Airport","Dunedin","New Zealand",-45.9281005859375,170.197998046875,4
GIS,"Gisborne Airport","Gisborne","New Zealand",-38.663299560546875,177.97799682617188,15
GTN,"Glentanner Airport","Glentanner","New Zealand",-43.906700134277344,170.1280059814453,1824
HKK,"Hokitika Airfield","Hokitika","New Zealand",-42.713600158691406,170.98500061035156,146
HLZ,"Hamilton International Airport","Hamilton","New Zealand",-37.8666992188,175.332000732,172
KKE,"Kerikeri Airport","Kerikeri","New Zealand",-35.26279830932617,173.91200256347656,492
KAT,"Kaitaia Airport","Kaitaia","New Zealand",-35.06999969482422,173.28500366210938,270
ALR,"Alexandra Airport","Alexandra","New Zealand",-45.211700439453125,169.3730010986328,752
MON,"Mount Cook Airport","Mount Cook","New Zealand",-43.76499938964844,170.13299560546875,2153
TEU,"Manapouri Airport","Manapouri","New Zealand",-45.53310012817383,167.64999389648438,687
MRO,"Hood Airport","Masterton","New Zealand",-40.97330093383789,175.63400268554688,364
NPL,"New Plymouth Airport","New Plymouth","New Zealand",-39.00859832763672,174.1790008544922,97
NSN,"Nelson Airport","Nelson","New Zealand",-41.298301696777344,173.2209930419922,17
IVC,"Invercargill Airport","Invercargill","New Zealand",-46.41239929199219,168.31300354003906,5
OHA,"RNZAF Base Ohakea","Ohakea","New Zealand",-40.20600128173828,175.38800048828125,164
OAM,"Oamaru Airport","Oamaru","New Zealand",-44.970001220703125,171.08200073242188,99
PMR,"Palmerston North Airport","Palmerston North","New Zealand",-40.32059860229492,175.61700439453125,151
PPQ,"Paraparaumu Airport","Paraparaumu","New Zealand",-40.904701232910156,174.98899841308594,22
ZQN,"Queenstown International Airport","Queenstown International","New Zealand",-45.0210990906,168.738998413,1171
ROT,"Rotorua Regional Airport","Rotorua","New Zealand",-38.10919952392578,176.31700134277344,935
TRG,"Tauranga Airport","Tauranga","New Zealand",-37.67190170288086,176.1959991455078,13
TIU,"Timaru Airport","Timaru","New Zealand",-44.302799224853516,171.22500610351562,89
TWZ,"Pukaki Airport","Pukaki","New Zealand",-44.2350006104,170.117996216,1575
BHE,"Woodbourne Airport","Woodbourne","New Zealand",-41.5182991027832,173.8699951171875,109
WKA,"Wanaka Airport","Wanaka","New Zealand",-44.722198486328,169.24600219727,1142
WHK,"Whakatane Airport","Whakatane","New Zealand",-37.92060089111328,176.91400146484375,20
WLG,"Wellington International Airport","Wellington","New Zealand",-41.3272018433,174.804992676,41
WIR,"Wairoa Airport","Wairoa","New Zealand",-39.006900787353516,177.40699768066406,42
WRE,"Whangarei Airport","Whangarei","New Zealand",-35.7682991027832,174.36500549316406,133
WSZ,"Westport Airport","Westport","New Zealand",-41.73809814453125,171.58099365234375,13
WAG,"Wanganui Airport","Wanganui","New Zealand",-39.96220016479492,175.02499389648438,27
HEA,"Herat Airport","Herat","Afghanistan",34.209999084472656,62.22829818725586,3206
JAA,"Jalalabad Airport","Jalalabad","Afghanistan",34.39979934692383,70.49859619140625,1814
KBL,"Hamid Karzai International Airport","Kabul","Afghanistan",34.565899,69.212303,5877
KDH,"Kandahar Airport","Kandahar","Afghanistan",31.505800247192383,65.8478012084961,3337
MMZ,"Maimana Airport","Maimama","Afghanistan",35.93080139160156,64.76090240478516,2743
MZR,"Mazar I Sharif Airport","Mazar-i-sharif","Afghanistan",36.70690155029297,67.20970153808594,1284
OAH,"Shindand Airport","Shindand","Afghanistan",33.3913002014,62.2610015869,3773
UND,"Konduz Airport","Kunduz","Afghanistan",36.66510009765625,68.91079711914062,1457
BAH,"Bahrain International Airport","Bahrain","Bahrain",26.27079963684082,50.63359832763672,6
AHB,"Abha Regional Airport","Abha","Saudi Arabia",18.240400314299997,42.65660095210001,6858
HOF,"Al Ahsa Airport","Al-ahsa","Saudi Arabia",25.28529930114746,49.485198974609375,588
ABT,"Al Baha Airport","El-baha","Saudi Arabia",20.2961006165,41.6343002319,5486
BHH,"Bisha Airport","Bisha","Saudi Arabia",19.984399795532227,42.62089920043945,3887
DMM,"King Fahd International Airport","Dammam","Saudi Arabia",26.471200942993164,49.79790115356445,72
DHA,"King Abdulaziz Air Base","Dhahran","Saudi Arabia",26.265399932900003,50.152000427199994,84
GIZ,"Jizan Regional Airport","Gizan","Saudi Arabia",16.901100158691406,42.58580017089844,20
ELQ,"Gassim Airport","Gassim","Saudi Arabia",26.302799224853516,43.77439880371094,2126
URY,"Gurayat Domestic Airport","Guriat","Saudi Arabia",31.412413,37.278898,1672
HAS,"Ha'il Airport","Hail","Saudi Arabia",27.437901,41.686298,3331
QJB,"Jubail Airport","Jubail","Saudi Arabia",27.038999557495117,49.40510177612305,26
JED,"King Abdulaziz International Airport","Jeddah","Saudi Arabia",21.6796,39.156502,48
KMC,"King Khaled Military City Airport","King Khalid Mil.city","Saudi Arabia",27.9009,45.528198,1352
MED,"Prince Mohammad Bin Abdulaziz Airport","Madinah","Saudi Arabia",24.5534,39.705101,2151
EAM,"Nejran Airport","Nejran","Saudi Arabia",17.611400604248047,44.4192008972168,3982
AQI,"Al Qaisumah/Hafr Al Batin Airport","Hafr Al-batin","Saudi Arabia",28.335199,46.125099,1174
RAH,"Rafha Domestic Airport","Rafha","Saudi Arabia",29.626399993896484,43.4906005859375,1474
RUH,"King Khaled International Airport","Riyadh","Saudi Arabia",24.957599639892578,46.69879913330078,2049
RAE,"Arar Domestic Airport","Arar","Saudi Arabia",30.906600952148438,41.13819885253906,1813
SHW,"Sharurah Airport","Sharurah","Saudi Arabia",17.466899871826172,47.12139892578125,2363
SLF,"Sulayel Airport","Sulayel","Saudi Arabia",20.46470069885254,45.619598388671875,2021
TUU,"Tabuk Airport","Tabuk","Saudi Arabia",28.3654,36.6189,2551
TIF,"Ta’if Regional Airport","Taif","Saudi Arabia",21.483001,40.543442,4848
TUI,"Turaif Domestic Airport","Turaif","Saudi Arabia",31.692188,38.731544,2803
EJH,"Al Wajh Domestic Airport","Wejh","Saudi Arabia",26.19860076904297,36.47639846801758,66
YNB,"Prince Abdulmohsin Bin Abdulaziz Airport","Yenbo","Saudi Arabia",24.144199,38.0634,26
ABD,"Abadan Airport","Abadan","Iran",30.371099472,48.2282981873,10
DEF,"Dezful Airport","Dezful","Iran",32.434399,48.397598,474
AKW,"Aghajari Airport","Aghajari","Iran",30.7444,49.6772,88
GCH,"Gachsaran Airport","Gachsaran","Iran",30.337600708,50.827999115,2414
OMI,"Omidiyeh Airport","Omidyeh","Iran",30.8351993560791,49.5349006652832,85
MRX,"Mahshahr Airport","Bandar Mahshahr","Iran",30.55620002746582,49.15190124511719,8
AWZ,"Ahwaz Airport","Ahwaz","Iran",31.337400436399996,48.7620010376,66
AEU,"Abu Musa Island Airport","Abumusa I.","Iran",25.8757,55.033001,23
BUZ,"Bushehr Airport","Bushehr","Iran",28.9447994232,50.8345985413,68
KIH,"Kish International Airport","Kish Island","Iran",26.5261993408,53.980201721200004,101
BDH,"Bandar Lengeh Airport","Bandar Lengeh","Iran",26.531999588,54.824798584,67
KHK,"Khark Island Airport","Khark Island","Iran",29.260299682617188,50.32389831542969,17
SXI,"Sirri Island Airport","Siri Island","Iran",25.908899307250977,54.539398193359375,43
LVP,"Lavan Island Airport","Lavan Island","Iran",26.810300827026367,53.356300354003906,76
KSH,"Shahid Ashrafi Esfahani Airport","Bakhtaran","Iran",34.3459014893,47.1581001282,4307
SDG,"Sanandaj Airport","Sanandaj","Iran",35.24589920043945,47.00920104980469,4522
IFH,"Hesa Airport","Daran","Iran",32.92890167236328,51.561100006103516,5256
KKS,"Kashan Airport","Kashan","Iran",33.895302,51.577,3465
IFN,"Esfahan Shahid Beheshti International Airport","Esfahan","Iran",32.75080108642578,51.86130142211914,5059
